GEOIDfake,GEOID,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,TRACTCE,Geo_BG,Geo_CITY,Geo_MSAMSA,Geo_ZC,White Population Alone,Black Population Alone, Asian Population Alone,American Indian Population,Other Race Population,SE_T006_006,SE_T006_007,SE_T006_008,SE_T006_009,SE_T006_010,SE_T006_011,SE_T006_012
"371830527053","371830527053","371830527053, 37183052705, Wake County, North Carolina","00","37","183","052705","3",,,,1738,415,147,16,224,228,1819,444,161,17,246,209
"371830527061","371830527061","371830527061, 37183052706, Wake County, North Carolina","00","37","183","052706","1",,,,729,779,91,35,612,253,754,823,99,38,667,230
"371830527062","371830527062","371830527062, 37183052706, Wake County, North Carolina","00","37","183","052706","2",,,,747,883,104,35,543,147,769,929,112,37,587,133
"371830527071","371830527071","371830527071, 37183052707, Wake County, North Carolina","00","37","183","052707","1",,,,353,479,61,7,215,106,364,506,66,7,234,97
"371830527072","371830527072","371830527072, 37183052707, Wake County, North Carolina","00","37","183","052707","2",,,,921,345,190,21,351,198,959,367,208,22,383,182
"371830527073","371830527073","371830527073, 37183052707, Wake County, North Carolina","00","37","183","052707","3",,,,582,833,168,33,343,177,602,880,183,35,373,161
"371830527074","371830527074","371830527074, 37183052707, Wake County, North Carolina","00","37","183","052707","4",,,,542,570,77,15,256,127,561,606,85,16,280,115
"371830528011","371830528011","371830528011, 37183052801, Wake County, North Carolina","00","37","183","052801","1",,,,889,269,30,0,33,62,931,288,32,0,36,57
"371830528012","371830528012","371830528012, 37183052801, Wake County, North Carolina","00","37","183","052801","2",,,,909,295,22,9,65,114,952,316,25,10,72,105
"371830528013","371830528013","371830528013, 37183052801, Wake County, North Carolina","00","37","183","052801","3",,,,1222,373,14,21,57,121,1281,399,15,22,63,111
"371830528014","371830528014","371830528014, 37183052801, Wake County, North Carolina","00","37","183","052801","4",,,,472,74,16,8,53,54,496,78,18,9,59,50
"371830528015","371830528015","371830528015, 37183052801, Wake County, North Carolina","00","37","183","052801","5",,,,383,442,5,5,78,52,396,468,5,5,86,47
"371830528021","371830528021","371830528021, 37183052802, Wake County, North Carolina","00","37","183","052802","1",,,,988,447,61,14,151,129,1028,476,66,15,166,118
"371830528022","371830528022","371830528022, 37183052802, Wake County, North Carolina","00","37","183","052802","2",,,,456,513,20,16,280,100,474,543,21,17,305,91
"371830528023","371830528023","371830528023, 37183052802, Wake County, North Carolina","00","37","183","052802","3",,,,864,353,6,15,267,123,901,377,6,17,294,112
"371830528024","371830528024","371830528024, 37183052802, Wake County, North Carolina","00","37","183","052802","4",,,,798,262,31,17,91,91,833,279,33,18,99,84
"371830528071","371830528071","371830528071, 37183052807, Wake County, North Carolina","00","37","183","052807","1",,,,999,897,53,10,206,167,1038,953,59,11,225,152
"371830528072","371830528072","371830528072, 37183052807, Wake County, North Carolina","00","37","183","052807","2",,,,938,918,42,29,209,157,975,977,46,31,229,143
"371830528073","371830528073","371830528073, 37183052807, Wake County, North Carolina","00","37","183","052807","3",,,,309,1448,20,15,376,182,319,1527,21,16,408,165
"371830528091","371830528091","371830528091, 37183052809, Wake County, North Carolina","00","37","183","052809","1",,,,610,277,4,12,232,139,639,297,4,13,255,128
"371830528092","371830528092","371830528092, 37183052809, Wake County, North Carolina","00","37","183","052809","2",,,,861,269,11,21,197,199,905,289,12,23,217,182
"371830528101","371830528101","371830528101, 37183052810, Wake County, North Carolina","00","37","183","052810","1",,,,495,772,28,1,118,110,514,820,30,1,128,100
"371830528102","371830528102","371830528102, 37183052810, Wake County, North Carolina","00","37","183","052810","2",,,,343,1605,27,17,250,196,355,1698,29,19,271,178
"371830528103","371830528103","371830528103, 37183052810, Wake County, North Carolina","00","37","183","052810","3",,,,200,1244,101,17,208,140,207,1309,109,19,226,126
"371830528104","371830528104","371830528104, 37183052810, Wake County, North Carolina","00","37","183","052810","4",,,,346,1514,61,26,513,222,357,1599,67,28,557,202
"371830528111","371830528111","371830528111, 37183052811, Wake County, North Carolina","00","37","183","052811","1",,,,80,523,24,15,124,78,83,553,27,16,135,70
"371830528112","371830528112","371830528112, 37183052811, Wake County, North Carolina","00","37","183","052811","2",,,,167,960,26,4,145,116,173,1016,28,4,158,105
"371830528113","371830528113","371830528113, 37183052811, Wake County, North Carolina","00","37","183","052811","3",,,,456,2449,137,20,660,271,469,2575,149,22,714,246
"371830528114","371830528114","371830528114, 37183052811, Wake County, North Carolina","00","37","183","052811","4",,,,351,1415,37,27,431,136,360,1487,40,29,466,123
"371830528121","371830528121","371830528121, 37183052812, Wake County, North Carolina","00","37","183","052812","1",,,,1099,588,40,8,117,132,1147,628,44,9,129,120
"371830528122","371830528122","371830528122, 37183052812, Wake County, North Carolina","00","37","183","052812","2",,,,1640,462,20,6,91,123,1716,495,21,6,100,112
"371830528131","371830528131","371830528131, 37183052813, Wake County, North Carolina","00","37","183","052813","1",,,,585,232,15,15,102,112,613,247,16,16,112,103
"371830528132","371830528132","371830528132, 37183052813, Wake County, North Carolina","00","37","183","052813","2",,,,1038,644,31,16,122,146,1082,687,34,17,134,134
"371830528141","371830528141","371830528141, 37183052814, Wake County, North Carolina","00","37","183","052814","1",,,,517,459,48,5,55,106,539,490,52,5,61,96
"371830528142","371830528142","371830528142, 37183052814, Wake County, North Carolina","00","37","183","052814","2",,,,595,877,48,18,127,147,619,933,51,19,139,134
"371830528143","371830528143","371830528143, 37183052814, Wake County, North Carolina","00","37","183","052814","3",,,,1399,553,61,8,120,165,1459,589,67,10,131,152
"371830528151","371830528151","371830528151, 37183052815, Wake County, North Carolina","00","37","183","052815","1",,,,1010,1037,45,54,331,323,1055,1105,49,61,364,296
"371830528152","371830528152","371830528152, 37183052815, Wake County, North Carolina","00","37","183","052815","2",,,,617,959,37,19,239,139,639,1016,39,20,260,126
"371830528161","371830528161","371830528161, 37183052816, Wake County, North Carolina","00","37","183","052816","1",,,,305,2219,39,28,598,170,313,2329,42,30,647,153
"371830528162","371830528162","371830528162, 37183052816, Wake County, North Carolina","00","37","183","052816","2",,,,290,1696,47,18,394,191,300,1788,51,19,428,173
"371830529011","371830529011","371830529011, 37183052901, Wake County, North Carolina","00","37","183","052901","1",,,,1281,130,8,11,80,138,1346,140,9,13,89,127
"371830529012","371830529012","371830529012, 37183052901, Wake County, North Carolina","00","37","183","052901","2",,,,959,113,10,4,135,88,1006,122,11,4,148,81
"371830529021","371830529021","371830529021, 37183052902, Wake County, North Carolina","00","37","183","052902","1",,,,1571,331,42,23,241,162,1641,353,46,25,265,149
"371830529022","371830529022","371830529022, 37183052902, Wake County, North Carolina","00","37","183","052902","2",,,,1031,207,23,11,176,117,1075,220,26,12,194,107
"371830529023","371830529023","371830529023, 37183052902, Wake County, North Carolina","00","37","183","052902","3",,,,1473,215,16,13,123,133,1545,229,18,14,136,122
"371830529031","371830529031","371830529031, 37183052903, Wake County, North Carolina","00","37","183","052903","1",,,,774,97,1,7,16,66,811,105,1,7,17,61
"371830529032","371830529032","371830529032, 37183052903, Wake County, North Carolina","00","37","183","052903","2",,,,1667,426,43,12,100,150,1745,456,47,14,111,138
"371830529051","371830529051","371830529051, 37183052905, Wake County, North Carolina","00","37","183","052905","1",,,,1502,228,17,14,83,219,1585,245,18,15,92,203
"371830529052","371830529052","371830529052, 37183052905, Wake County, North Carolina","00","37","183","052905","2",,,,1043,175,14,4,38,90,1095,187,15,4,42,83
"371830529061","371830529061","371830529061, 37183052906, Wake County, North Carolina","00","37","183","052906","1",,,,1470,273,29,3,139,160,1543,293,31,3,154,148
"371830529062","371830529062","371830529062, 37183052906, Wake County, North Carolina","00","37","183","052906","2",,,,1648,238,11,13,146,141,1728,255,12,14,160,130
"371830529063","371830529063","371830529063, 37183052906, Wake County, North Carolina","00","37","183","052906","3",,,,730,182,33,9,20,65,763,194,36,10,21,60
"371830530031","371830530031","371830530031, 37183053003, Wake County, North Carolina","00","37","183","053003","1",,,,1043,43,78,0,25,81,1092,46,87,0,28,75
"371830530032","371830530032","371830530032, 37183053003, Wake County, North Carolina","00","37","183","053003","2",,,,535,104,134,4,16,76,559,112,147,4,18,70
"371830530033","371830530033","371830530033, 37183053003, Wake County, North Carolina","00","37","183","053003","3",,,,1190,173,192,11,52,161,1243,186,211,13,57,148
"371830530034","371830530034","371830530034, 37183053003, Wake County, North Carolina","00","37","183","053003","4",,,,900,137,123,4,46,112,945,147,136,4,50,105
"371830530035","371830530035","371830530035, 37183053003, Wake County, North Carolina","00","37","183","053003","5",,,,586,163,97,5,18,115,614,175,108,5,20,106
"371830530041","371830530041","371830530041, 37183053004, Wake County, North Carolina","00","37","183","053004","1",,,,1185,93,117,3,7,76,1239,100,129,3,7,71
"371830530042","371830530042","371830530042, 37183053004, Wake County, North Carolina","00","37","183","053004","2",,,,1145,73,135,0,13,121,1205,77,150,0,14,112
"371830530051","371830530051","371830530051, 37183053005, Wake County, North Carolina","00","37","183","053005","1",,,,602,9,36,0,4,28,630,9,38,0,4,27
"371830530052","371830530052","371830530052, 37183053005, Wake County, North Carolina","00","37","183","053005","2",,,,612,8,22,0,5,41,647,8,23,0,5,38
"371830530053","371830530053","371830530053, 37183053005, Wake County, North Carolina","00","37","183","053005","3",,,,1370,33,52,4,29,113,1439,35,59,4,32,105
"371830530054","371830530054","371830530054, 37183053005, Wake County, North Carolina","00","37","183","053005","4",,,,1697,38,111,3,26,126,1782,41,123,3,29,116
"371830530061","371830530061","371830530061, 37183053006, Wake County, North Carolina","00","37","183","053006","1",,,,979,29,16,4,18,68,1028,31,18,4,20,62
"371830530062","371830530062","371830530062, 37183053006, Wake County, North Carolina","00","37","183","053006","2",,,,834,27,21,3,17,74,877,29,23,3,19,69
"371830530063","371830530063","371830530063, 37183053006, Wake County, North Carolina","00","37","183","053006","3",,,,934,10,45,4,21,56,981,10,49,4,23,51
"371830530071","371830530071","371830530071, 37183053007, Wake County, North Carolina","00","37","183","053007","1",,,,1225,80,325,6,43,129,1279,84,358,6,47,119
"371830530072","371830530072","371830530072, 37183053007, Wake County, North Carolina","00","37","183","053007","2",,,,590,32,21,3,28,43,618,34,23,3,31,38
"371830530073","371830530073","371830530073, 37183053007, Wake County, North Carolina","00","37","183","053007","3",,,,938,26,42,9,24,83,989,28,46,10,27,77
"371830530091","371830530091","371830530091, 37183053009, Wake County, North Carolina","00","37","183","053009","1",,,,1037,397,34,17,365,101,1076,420,36,18,399,92
"371830530092","371830530092","371830530092, 37183053009, Wake County, North Carolina","00","37","183","053009","2",,,,720,82,30,17,98,122,757,89,33,18,108,112
"371830530093","371830530093","371830530093, 37183053009, Wake County, North Carolina","00","37","183","053009","3",,,,535,68,7,12,489,111,557,71,7,13,535,102
"371830530094","371830530094","371830530094, 37183053009, Wake County, North Carolina","00","37","183","053009","4",,,,1223,246,80,9,30,157,1287,264,89,11,32,145
"371830530095","371830530095","371830530095, 37183053009, Wake County, North Carolina","00","37","183","053009","5",,,,1824,517,71,53,771,302,1898,550,78,58,843,276
"371830530101","371830530101","371830530101, 37183053010, Wake County, North Carolina","00","37","183","053010","1",,,,1178,267,108,11,144,133,1232,286,118,12,158,122
"371830530102","371830530102","371830530102, 37183053010, Wake County, North Carolina","00","37","183","053010","2",,,,1298,68,29,5,148,142,1363,73,32,5,163,131
"371830530103","371830530103","371830530103, 37183053010, Wake County, North Carolina","00","37","183","053010","3",,,,945,68,45,4,13,94,995,72,49,4,14,86
"371830530111","371830530111","371830530111, 37183053011, Wake County, North Carolina","00","37","183","053011","1",,,,726,74,335,5,24,111,757,78,367,5,26,102
"371830530112","371830530112","371830530112, 37183053011, Wake County, North Carolina","00","37","183","053011","2",,,,476,207,49,3,58,90,498,221,53,3,65,84
"371830530113","371830530113","371830530113, 37183053011, Wake County, North Carolina","00","37","183","053011","3",,,,727,169,67,3,47,63,757,180,75,3,51,58
"371830530114","371830530114","371830530114, 37183053011, Wake County, North Carolina","00","37","183","053011","4",,,,669,183,110,3,80,89,698,195,121,3,89,82
"371830531051","371830531051","371830531051, 37183053105, Wake County, North Carolina","00","37","183","053105","1",,,,2162,272,83,18,117,231,2272,293,93,19,129,213
"371830531052","371830531052","371830531052, 37183053105, Wake County, North Carolina","00","37","183","053105","2",,,,2021,303,40,15,175,239,2118,326,44,16,194,220
"371830531061","371830531061","371830531061, 37183053106, Wake County, North Carolina","00","37","183","053106","1",,,,843,698,13,9,143,176,878,744,14,10,156,162
"371830531062","371830531062","371830531062, 37183053106, Wake County, North Carolina","00","37","183","053106","2",,,,1697,165,43,12,51,142,1786,177,47,13,56,131
"371830531091","371830531091","371830531091, 37183053109, Wake County, North Carolina","00","37","183","053109","1",,,,1910,151,27,30,214,283,2011,163,29,33,238,262
"371830531092","371830531092","371830531092, 37183053109, Wake County, North Carolina","00","37","183","053109","2",,,,3425,354,90,25,209,333,3597,380,99,28,231,308
"371830531093","371830531093","371830531093, 37183053109, Wake County, North Carolina","00","37","183","053109","3",,,,2881,166,56,22,45,264,3032,179,63,23,49,244
"371830531101","371830531101","371830531101, 37183053110, Wake County, North Carolina","00","37","183","053110","1",,,,1894,505,127,13,188,230,1982,539,139,14,207,211
"371830531102","371830531102","371830531102, 37183053110, Wake County, North Carolina","00","37","183","053110","2",,,,1414,240,39,14,159,164,1481,255,42,16,176,151
"371830531103","371830531103","371830531103, 37183053110, Wake County, North Carolina","00","37","183","053110","3",,,,1074,141,11,24,127,193,1129,152,12,27,141,179
"371830531111","371830531111","371830531111, 37183053111, Wake County, North Carolina","00","37","183","053111","1",,,,1989,180,32,11,59,134,2089,193,34,12,65,124
"371830531112","371830531112","371830531112, 37183053111, Wake County, North Carolina","00","37","183","053111","2",,,,1483,249,82,6,170,211,1555,268,91,6,188,195
"371830531113","371830531113","371830531113, 37183053111, Wake County, North Carolina","00","37","183","053111","3",,,,1153,512,9,15,321,371,1213,551,10,17,357,342
"371830531121","371830531121","371830531121, 37183053112, Wake County, North Carolina","00","37","183","053112","1",,,,1766,433,26,34,124,230,1850,465,28,37,137,212
"371830531122","371830531122","371830531122, 37183053112, Wake County, North Carolina","00","37","183","053112","2",,,,1277,202,28,3,51,113,1341,217,31,3,55,105
"371830531123","371830531123","371830531123, 37183053112, Wake County, North Carolina","00","37","183","053112","3",,,,1823,332,43,6,65,205,1920,357,47,6,71,189
"371830531131","371830531131","371830531131, 37183053113, Wake County, North Carolina","00","37","183","053113","1",,,,515,92,17,2,56,66,540,100,18,2,62,61
"371830531132","371830531132","371830531132, 37183053113, Wake County, North Carolina","00","37","183","053113","2",,,,1054,358,34,24,58,122,1104,384,36,27,64,112
"371830531133","371830531133","371830531133, 37183053113, Wake County, North Carolina","00","37","183","053113","3",,,,738,131,21,17,56,82,774,141,22,18,62,75
"371830531134","371830531134","371830531134, 37183053113, Wake County, North Carolina","00","37","183","053113","4",,,,1556,453,47,10,49,291,1642,490,52,12,54,270
"371830531141","371830531141","371830531141, 37183053114, Wake County, North Carolina","00","37","183","053114","1",,,,885,212,5,9,88,133,931,228,5,11,98,122
"371830531142","371830531142","371830531142, 37183053114, Wake County, North Carolina","00","37","183","053114","2",,,,994,201,27,6,44,117,1045,217,30,6,48,108
"371830531143","371830531143","371830531143, 37183053114, Wake County, North Carolina","00","37","183","053114","3",,,,2092,190,59,7,52,180,2200,204,65,8,58,166
"371830531144","371830531144","371830531144, 37183053114, Wake County, North Carolina","00","37","183","053114","4",,,,716,67,2,12,15,75,754,72,2,13,16,70
"371830531145","371830531145","371830531145, 37183053114, Wake County, North Carolina","00","37","183","053114","5",,,,944,123,36,4,59,109,994,132,39,4,65,101
"371830531151","371830531151","371830531151, 37183053115, Wake County, North Carolina","00","37","183","053115","1",,,,952,91,5,1,22,73,1001,99,5,1,24,67
"371830531152","371830531152","371830531152, 37183053115, Wake County, North Carolina","00","37","183","053115","2",,,,568,58,16,5,17,69,602,62,17,5,18,64
"371830531153","371830531153","371830531153, 37183053115, Wake County, North Carolina","00","37","183","053115","3",,,,614,88,7,5,203,99,640,94,8,5,223,91
"371830532021","371830532021","371830532021, 37183053202, Wake County, North Carolina","00","37","183","053202","1",,,,2055,109,46,4,44,141,2162,118,50,4,48,129
"371830532022","371830532022","371830532022, 37183053202, Wake County, North Carolina","00","37","183","053202","2",,,,1724,184,43,6,25,95,1806,197,47,6,28,87
"371830532031","371830532031","371830532031, 37183053203, Wake County, North Carolina","00","37","183","053203","1",,,,4599,609,412,18,170,532,4828,655,455,19,189,491
"371830532032","371830532032","371830532032, 37183053203, Wake County, North Carolina","00","37","183","053203","2",,,,3604,373,287,13,88,340,3778,400,318,14,97,312
"371830532041","371830532041","371830532041, 37183053204, Wake County, North Carolina","00","37","183","053204","1",,,,1860,438,76,10,75,226,1949,470,84,11,82,208
"371830532042","371830532042","371830532042, 37183053204, Wake County, North Carolina","00","37","183","053204","2",,,,1528,403,53,20,135,204,1599,431,60,21,148,187
"371830532051","371830532051","371830532051, 37183053205, Wake County, North Carolina","00","37","183","053205","1",,,,2964,385,110,18,71,290,3117,413,122,19,79,267
"371830532052","371830532052","371830532052, 37183053205, Wake County, North Carolina","00","37","183","053205","2",,,,1839,184,186,3,66,223,1933,198,206,3,74,206
"371830532061","371830532061","371830532061, 37183053206, Wake County, North Carolina","00","37","183","053206","1",,,,1395,428,107,14,149,225,1462,459,118,15,164,207
"371830532062","371830532062","371830532062, 37183053206, Wake County, North Carolina","00","37","183","053206","2",,,,1412,265,152,14,27,148,1477,284,168,15,30,135
"371830532063","371830532063","371830532063, 37183053206, Wake County, North Carolina","00","37","183","053206","3",,,,990,155,95,3,49,109,1040,167,105,3,53,101
"371830532081","371830532081","371830532081, 37183053208, Wake County, North Carolina","00","37","183","053208","1",,,,5364,305,487,24,96,604,5639,329,539,27,107,558
"371830532082","371830532082","371830532082, 37183053208, Wake County, North Carolina","00","37","183","053208","2",,,,4750,308,216,26,94,503,4999,332,240,29,104,465
"371830532091","371830532091","371830532091, 37183053209, Wake County, North Carolina","00","37","183","053209","1",,,,1320,123,29,4,170,123,1381,131,31,4,188,113
"371830532092","371830532092","371830532092, 37183053209, Wake County, North Carolina","00","37","183","053209","2",,,,1041,185,17,6,31,135,1098,200,18,6,34,124
"371830532101","371830532101","371830532101, 37183053210, Wake County, North Carolina","00","37","183","053210","1",,,,4316,301,236,13,210,414,4534,323,260,15,233,382
"371830532111","371830532111","371830532111, 37183053211, Wake County, North Carolina","00","37","183","053211","1",,,,4424,254,148,13,61,402,4655,274,163,15,68,371
"371830532112","371830532112","371830532112, 37183053211, Wake County, North Carolina","00","37","183","053211","2",,,,2401,203,82,7,119,252,2524,219,91,7,131,232
"371830534051","371830534051","371830534051, 37183053405, Wake County, North Carolina","00","37","183","053405","1",,,,1011,33,85,0,20,83,1068,35,95,0,21,77
"371830534052","371830534052","371830534052, 37183053405, Wake County, North Carolina","00","37","183","053405","2",,,,2051,140,335,10,25,217,2150,150,370,12,27,199
"371830534053","371830534053","371830534053, 37183053405, Wake County, North Carolina","00","37","183","053405","3",,,,1201,82,106,3,19,62,1259,87,117,3,20,57
"371830534081","371830534081","371830534081, 37183053408, Wake County, North Carolina","00","37","183","053408","1",,,,1227,85,1236,10,21,182,1259,90,1334,11,22,165
"371830534082","371830534082","371830534082, 37183053408, Wake County, North Carolina","00","37","183","053408","2",,,,1149,18,259,1,9,90,1203,19,286,1,10,82
"371830534091","371830534091","371830534091, 37183053409, Wake County, North Carolina","00","37","183","053409","1",,,,1284,59,573,5,18,127,1333,63,625,5,19,116
"371830534092","371830534092","371830534092, 37183053409, Wake County, North Carolina","00","37","183","053409","2",,,,1727,76,363,1,9,171,1804,81,401,1,10,157
"371830534093","371830534093","371830534093, 37183053409, Wake County, North Carolina","00","37","183","053409","3",,,,1559,113,571,6,40,304,1632,122,629,6,44,279
"371830534101","371830534101","371830534101, 37183053410, Wake County, North Carolina","00","37","183","053410","1",,,,1578,253,1968,11,42,217,1618,265,2126,12,45,195
"371830534102","371830534102","371830534102, 37183053410, Wake County, North Carolina","00","37","183","053410","2",,,,1386,85,851,5,31,204,1439,91,929,5,33,186
"371830534111","371830534111","371830534111, 37183053411, Wake County, North Carolina","00","37","183","053411","1",,,,3157,821,4662,20,142,640,3236,860,5031,21,153,576
"371830534112","371830534112","371830534112, 37183053411, Wake County, North Carolina","00","37","183","053411","2",,,,1371,214,1591,22,94,239,1410,224,1724,23,101,216
"371830534113","371830534113","371830534113, 37183053411, Wake County, North Carolina","00","37","183","053411","3",,,,1566,141,427,2,30,157,1632,151,468,2,33,144
"371830534151","371830534151","371830534151, 37183053415, Wake County, North Carolina","00","37","183","053415","1",,,,631,48,117,1,7,80,662,51,129,1,7,74
"371830534152","371830534152","371830534152, 37183053415, Wake County, North Carolina","00","37","183","053415","2",,,,906,41,68,0,6,94,954,44,76,0,6,87
"371830534153","371830534153","371830534153, 37183053415, Wake County, North Carolina","00","37","183","053415","3",,,,1737,290,703,7,73,330,1815,309,773,7,81,303
"371830534171","371830534171","371830534171, 37183053417, Wake County, North Carolina","00","37","183","053417","1",,,,1625,394,235,10,101,313,1704,423,259,12,111,289
"371830534172","371830534172","371830534172, 37183053417, Wake County, North Carolina","00","37","183","053417","2",,,,1432,217,233,1,62,224,1502,233,257,1,69,206
"371830534191","371830534191","371830534191, 37183053419, Wake County, North Carolina","00","37","183","053419","1",,,,643,23,61,4,11,68,675,24,68,4,12,63
"371830534192","371830534192","371830534192, 37183053419, Wake County, North Carolina","00","37","183","053419","2",,,,1820,105,89,3,16,138,1916,114,98,3,17,127
"371830534211","371830534211","371830534211, 37183053421, Wake County, North Carolina","00","37","183","053421","1",,,,1948,278,549,6,60,269,2036,296,604,6,66,246
"371830534212","371830534212","371830534212, 37183053421, Wake County, North Carolina","00","37","183","053421","2",,,,1990,284,190,5,161,194,2081,304,210,5,178,179
"371830534221","371830534221","371830534221, 37183053422, Wake County, North Carolina","00","37","183","053422","1",,,,1920,106,194,5,46,201,2016,115,215,5,50,185
"371830534231","371830534231","371830534231, 37183053423, Wake County, North Carolina","00","37","183","053423","1",,,,1078,64,87,2,44,117,1131,69,96,2,48,109
"371830534232","371830534232","371830534232, 37183053423, Wake County, North Carolina","00","37","183","053423","2",,,,553,67,61,4,18,85,582,72,68,4,20,79
"371830534241","371830534241","371830534241, 37183053424, Wake County, North Carolina","00","37","183","053424","1",,,,1301,76,309,3,29,164,1359,81,341,3,31,151
"371830534242","371830534242","371830534242, 37183053424, Wake County, North Carolina","00","37","183","053424","2",,,,1728,189,806,7,39,276,1797,201,882,7,43,252
"371830534251","371830534251","371830534251, 37183053425, Wake County, North Carolina","00","37","183","053425","1",,,,1276,68,390,0,23,102,1328,72,427,0,25,93
"371830534252","371830534252","371830534252, 37183053425, Wake County, North Carolina","00","37","183","053425","2",,,,317,49,904,2,19,88,323,50,972,2,20,79
"371830534261","371830534261","371830534261, 37183053426, Wake County, North Carolina","00","37","183","053426","1",,,,1429,158,2834,6,58,265,1456,165,3037,6,63,238
"371830534262","371830534262","371830534262, 37183053426, Wake County, North Carolina","00","37","183","053426","2",,,,1456,112,1356,6,55,191,1498,119,1468,6,60,173
"371830534271","371830534271","371830534271, 37183053427, Wake County, North Carolina","00","37","183","053427","1",,,,2121,100,405,0,48,214,2220,108,446,0,52,197
"371830534272","371830534272","371830534272, 37183053427, Wake County, North Carolina","00","37","183","053427","2",,,,2187,237,314,6,71,299,2296,254,347,6,79,275
"371830534281","371830534281","371830534281, 37183053428, Wake County, North Carolina","00","37","183","053428","1",,,,1662,110,118,6,41,182,1747,119,131,6,45,168
"371830534282","371830534282","371830534282, 37183053428, Wake County, North Carolina","00","37","183","053428","2",,,,1654,156,509,3,40,261,1731,168,561,3,44,240
"371830534283","371830534283","371830534283, 37183053428, Wake County, North Carolina","00","37","183","053428","3",,,,6127,505,1572,42,161,832,6411,539,1731,46,178,765
"371830534291","371830534291","371830534291, 37183053429, Wake County, North Carolina","00","37","183","053429","1",,,,559,35,12,1,57,45,586,38,13,1,64,41
"371830534292","371830534292","371830534292, 37183053429, Wake County, North Carolina","00","37","183","053429","2",,,,1851,119,250,8,61,186,1938,128,275,9,67,172
"371830534301","371830534301","371830534301, 37183053430, Wake County, North Carolina","00","37","183","053430","1",,,,1117,290,184,11,113,150,1166,311,203,12,124,138
"371830534302","371830534302","371830534302, 37183053430, Wake County, North Carolina","00","37","183","053430","2",,,,740,43,76,2,9,76,778,46,84,2,10,71
"371830534303","371830534303","371830534303, 37183053430, Wake County, North Carolina","00","37","183","053430","3",,,,987,94,172,1,19,111,1034,101,190,1,20,103
"371830534311","371830534311","371830534311, 37183053431, Wake County, North Carolina","00","37","183","053431","1",,,,2054,471,338,12,205,351,2149,504,372,13,226,323
"371830534312","371830534312","371830534312, 37183053431, Wake County, North Carolina","00","37","183","053431","2",,,,1280,306,243,30,388,180,1329,325,265,32,425,165
"371830534321","371830534321","371830534321, 37183053432, Wake County, North Carolina","00","37","183","053432","1",,,,2156,540,147,12,114,318,2266,580,163,14,126,293
"371830534331","371830534331","371830534331, 37183053433, Wake County, North Carolina","00","37","183","053433","1",,,,1167,48,126,2,34,134,1229,52,139,2,37,124
"371830534332","371830534332","371830534332, 37183053433, Wake County, North Carolina","00","37","183","053433","2",,,,2541,72,110,3,39,184,2673,76,122,3,43,170
"371830534341","371830534341","371830534341, 37183053434, Wake County, North Carolina","00","37","183","053434","1",,,,698,10,48,1,8,74,737,10,52,1,9,69
"371830534342","371830534342","371830534342, 37183053434, Wake County, North Carolina","00","37","183","053434","2",,,,564,23,73,7,23,92,596,25,81,7,26,85
"371830534343","371830534343","371830534343, 37183053434, Wake County, North Carolina","00","37","183","053434","3",,,,2184,460,156,9,249,265,2283,491,172,10,274,244
"371830534351","371830534351","371830534351, 37183053435, Wake County, North Carolina","00","37","183","053435","1",,,,2839,154,336,25,55,334,2980,165,371,28,62,309
"371830534361","371830534361","371830534361, 37183053436, Wake County, North Carolina","00","37","183","053436","1",,,,963,83,70,12,284,191,1011,90,78,13,314,177
"371830534362","371830534362","371830534362, 37183053436, Wake County, North Carolina","00","37","183","053436","2",,,,1321,82,91,7,45,127,1388,88,100,7,49,117
"371830535051","371830535051","371830535051, 37183053505, Wake County, North Carolina","00","37","183","053505","1",,,,1111,52,42,5,30,78,1168,56,46,5,33,73
"371830535052","371830535052","371830535052, 37183053505, Wake County, North Carolina","00","37","183","053505","2",,,,999,47,71,5,22,117,1051,50,79,5,23,108
"371830535053","371830535053","371830535053, 37183053505, Wake County, North Carolina","00","37","183","053505","3",,,,952,67,173,0,34,112,999,71,192,0,37,103
"371830535061","371830535061","371830535061, 37183053506, Wake County, North Carolina","00","37","183","053506","1",,,,655,40,22,2,64,86,690,43,25,2,72,80
"371830535062","371830535062","371830535062, 37183053506, Wake County, North Carolina","00","37","183","053506","2",,,,834,40,54,8,24,96,875,43,60,9,26,88
"371830535063","371830535063","371830535063, 37183053506, Wake County, North Carolina","00","37","183","053506","3",,,,1292,69,47,2,57,89,1351,74,51,2,63,82
"371830535064","371830535064","371830535064, 37183053506, Wake County, North Carolina","00","37","183","053506","4",,,,1905,255,155,13,49,160,1991,273,171,15,53,147
"371830535071","371830535071","371830535071, 37183053507, Wake County, North Carolina","00","37","183","053507","1",,,,579,43,38,3,40,71,608,46,42,3,44,65
"371830535072","371830535072","371830535072, 37183053507, Wake County, North Carolina","00","37","183","053507","2",,,,892,355,138,17,184,154,930,379,151,19,202,141
"371830535073","371830535073","371830535073, 37183053507, Wake County, North Carolina","00","37","183","053507","3",,,,1233,79,48,5,47,85,1294,83,52,5,51,78
"371830535091","371830535091","371830535091, 37183053509, Wake County, North Carolina","00","37","183","053509","1",,,,1398,14,79,1,8,96,1470,15,87,1,10,89
