GEOIDfake,GEOID,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,TRACTCE,Geo_BG,Geo_CITY,Geo_MSAMSA,Geo_ZC,White Population Alone,Black Population Alone, Asian Population Alone,American Indian Population,Other Race Population,SE_T006_006,SE_T006_007,SE_T006_008,SE_T006_009,SE_T006_010,SE_T006_011,SE_T006_012
"371830535092","371830535092","371830535092, 37183053509, Wake County, North Carolina","00","37","183","053509","2",,,,1706,42,107,9,22,114,1788,45,118,10,25,105
"371830535093","371830535093","371830535093, 37183053509, Wake County, North Carolina","00","37","183","053509","3",,,,1162,65,299,5,48,129,1217,69,329,5,52,118
"371830535121","371830535121","371830535121, 37183053512, Wake County, North Carolina","00","37","183","053512","1",,,,2088,188,584,6,47,261,2181,201,643,6,51,239
"371830535122","371830535122","371830535122, 37183053512, Wake County, North Carolina","00","37","183","053512","2",,,,1696,305,308,9,58,180,1768,326,339,10,64,165
"371830535123","371830535123","371830535123, 37183053512, Wake County, North Carolina","00","37","183","053512","3",,,,921,189,165,0,42,124,964,202,183,0,46,114
"371830535131","371830535131","371830535131, 37183053513, Wake County, North Carolina","00","37","183","053513","1",,,,1167,531,355,17,133,231,1219,566,389,19,145,211
"371830535132","371830535132","371830535132, 37183053513, Wake County, North Carolina","00","37","183","053513","2",,,,1053,323,147,7,324,208,1100,345,160,7,356,190
"371830535161","371830535161","371830535161, 37183053516, Wake County, North Carolina","00","37","183","053516","1",,,,1165,413,177,5,312,241,1217,440,195,5,343,220
"371830535162","371830535162","371830535162, 37183053516, Wake County, North Carolina","00","37","183","053516","2",,,,885,63,73,5,20,157,938,68,81,5,22,146
"371830535171","371830535171","371830535171, 37183053517, Wake County, North Carolina","00","37","183","053517","1",,,,440,235,140,47,899,528,461,251,154,51,991,485
"371830535172","371830535172","371830535172, 37183053517, Wake County, North Carolina","00","37","183","053517","2",,,,272,74,25,22,303,137,284,78,27,24,334,125
"371830535173","371830535173","371830535173, 37183053517, Wake County, North Carolina","00","37","183","053517","3",,,,702,81,30,27,55,106,740,88,33,30,61,98
"371830535174","371830535174","371830535174, 37183053517, Wake County, North Carolina","00","37","183","053517","4",,,,302,85,28,5,69,65,313,92,31,5,76,60
"371830535181","371830535181","371830535181, 37183053518, Wake County, North Carolina","00","37","183","053518","1",,,,1065,66,29,2,30,98,1124,71,32,2,33,91
"371830535182","371830535182","371830535182, 37183053518, Wake County, North Carolina","00","37","183","053518","2",,,,1197,40,58,1,30,122,1261,43,64,1,33,112
"371830535183","371830535183","371830535183, 37183053518, Wake County, North Carolina","00","37","183","053518","3",,,,657,39,46,1,16,67,692,42,50,1,18,61
"371830535191","371830535191","371830535191, 37183053519, Wake County, North Carolina","00","37","183","053519","1",,,,1073,73,46,2,48,89,1127,77,50,2,52,83
"371830535192","371830535192","371830535192, 37183053519, Wake County, North Carolina","00","37","183","053519","2",,,,1254,510,142,13,375,350,1313,547,156,14,414,322
"371830535201","371830535201","371830535201, 37183053520, Wake County, North Carolina","00","37","183","053520","1",,,,886,244,165,7,163,212,927,262,183,7,181,195
"371830535202","371830535202","371830535202, 37183053520, Wake County, North Carolina","00","37","183","053520","2",,,,1449,364,201,11,154,177,1514,389,221,12,170,162
"371830535203","371830535203","371830535203, 37183053520, Wake County, North Carolina","00","37","183","053520","3",,,,747,458,136,7,256,196,778,488,149,7,281,178
"371830535211","371830535211","371830535211, 37183053521, Wake County, North Carolina","00","37","183","053521","1",,,,1406,127,353,7,33,149,1467,136,387,7,36,137
"371830535212","371830535212","371830535212, 37183053521, Wake County, North Carolina","00","37","183","053521","2",,,,1162,119,241,3,28,112,1212,127,265,3,30,103
"371830535221","371830535221","371830535221, 37183053522, Wake County, North Carolina","00","37","183","053522","1",,,,1714,163,1054,7,54,189,1770,172,1145,7,58,172
"371830535222","371830535222","371830535222, 37183053522, Wake County, North Carolina","00","37","183","053522","2",,,,700,228,379,2,50,90,723,241,413,2,55,82
"371830535223","371830535223","371830535223, 37183053522, Wake County, North Carolina","00","37","183","053522","3",,,,1271,369,2056,12,118,190,1297,384,2208,13,126,171
"371830535231","371830535231","371830535231, 37183053523, Wake County, North Carolina","00","37","183","053523","1",,,,1739,171,524,11,80,168,1809,183,575,12,88,154
"371830535232","371830535232","371830535232, 37183053523, Wake County, North Carolina","00","37","183","053523","2",,,,1625,231,943,12,85,287,1684,245,1030,14,93,262
"371830535241","371830535241","371830535241, 37183053524, Wake County, North Carolina","00","37","183","053524","1",,,,945,190,328,5,65,154,984,202,360,5,72,141
"371830535242","371830535242","371830535242, 37183053524, Wake County, North Carolina","00","37","183","053524","2",,,,1462,184,248,7,114,190,1533,197,273,7,126,175
"371830535251","371830535251","371830535251, 37183053525, Wake County, North Carolina","00","37","183","053525","1",,,,623,63,31,4,17,83,658,68,34,4,19,77
"371830535252","371830535252","371830535252, 37183053525, Wake County, North Carolina","00","37","183","053525","2",,,,1397,215,201,3,42,196,1467,231,223,3,46,180
"371830536031","371830536031","371830536031, 37183053603, Wake County, North Carolina","00","37","183","053603","1",,,,1154,123,662,9,32,134,1195,129,719,10,34,121
"371830536032","371830536032","371830536032, 37183053603, Wake County, North Carolina","00","37","183","053603","2",,,,1132,61,1010,4,14,121,1165,64,1094,4,15,109
"371830536041","371830536041","371830536041, 37183053604, Wake County, North Carolina","00","37","183","053604","1",,,,841,52,782,4,26,108,866,54,847,4,28,98
"371830536042","371830536042","371830536042, 37183053604, Wake County, North Carolina","00","37","183","053604","2",,,,1639,74,749,3,33,156,1699,78,817,3,35,142
"371830536081","371830536081","371830536081, 37183053608, Wake County, North Carolina","00","37","183","053608","1",,,,1117,417,2583,14,100,246,1140,435,2772,15,107,220
"371830536082","371830536082","371830536082, 37183053608, Wake County, North Carolina","00","37","183","053608","2",,,,1026,263,2079,17,61,166,1043,274,2224,18,66,149
"371830536091","371830536091","371830536091, 37183053609, Wake County, North Carolina","00","37","183","053609","1",,,,709,250,586,2,66,126,732,264,637,2,71,114
"371830536111","371830536111","371830536111, 37183053611, Wake County, North Carolina","00","37","183","053611","1",,,,416,123,893,4,16,110,424,128,961,4,17,99
"371830536112","371830536112","371830536112, 37183053611, Wake County, North Carolina","00","37","183","053611","2",,,,650,160,1275,5,40,95,661,167,1366,5,43,85
"371830536113","371830536113","371830536113, 37183053611, Wake County, North Carolina","00","37","183","053611","3",,,,695,201,1017,11,31,122,710,210,1096,12,33,110
"371830536114","371830536114","371830536114, 37183053611, Wake County, North Carolina","00","37","183","053611","4",,,,529,142,291,1,23,101,548,151,319,1,26,93
"371830536121","371830536121","371830536121, 37183053612, Wake County, North Carolina","00","37","183","053612","1",,,,145,100,988,0,12,28,145,103,1047,0,13,25
"371830536122","371830536122","371830536122, 37183053612, Wake County, North Carolina","00","37","183","053612","2",,,,807,230,1184,9,80,134,826,241,1275,10,86,120
"371830536131","371830536131","371830536131, 37183053613, Wake County, North Carolina","00","37","183","053613","1",,,,765,398,164,3,35,101,796,423,180,3,38,93
"371830536132","371830536132","371830536132, 37183053613, Wake County, North Carolina","00","37","183","053613","2",,,,721,648,138,3,78,150,751,690,151,3,86,137
"371830536133","371830536133","371830536133, 37183053613, Wake County, North Carolina","00","37","183","053613","3",,,,786,98,261,3,11,128,824,105,289,3,12,117
"371830536141","371830536141","371830536141, 37183053614, Wake County, North Carolina","00","37","183","053614","1",,,,843,75,224,0,19,73,879,79,245,0,21,67
"371830536142","371830536142","371830536142, 37183053614, Wake County, North Carolina","00","37","183","053614","2",,,,788,223,213,10,27,103,822,238,234,11,30,94
"371830536151","371830536151","371830536151, 37183053615, Wake County, North Carolina","00","37","183","053615","1",,,,1028,766,148,0,103,236,1076,818,162,0,113,216
"371830536152","371830536152","371830536152, 37183053615, Wake County, North Carolina","00","37","183","053615","2",,,,1381,947,304,13,74,306,1440,1011,335,14,81,280
"371830536161","371830536161","371830536161, 37183053616, Wake County, North Carolina","00","37","183","053616","1",,,,985,228,660,5,67,117,1017,241,716,5,73,106
"371830536162","371830536162","371830536162, 37183053616, Wake County, North Carolina","00","37","183","053616","2",,,,695,15,79,6,7,77,730,17,88,6,7,71
"371830536163","371830536163","371830536163, 37183053616, Wake County, North Carolina","00","37","183","053616","3",,,,1776,156,494,2,26,224,1857,167,543,2,28,205
"371830536171","371830536171","371830536171, 37183053617, Wake County, North Carolina","00","37","183","053617","1",,,,1009,250,730,7,49,235,1049,267,799,7,52,214
"371830536172","371830536172","371830536172, 37183053617, Wake County, North Carolina","00","37","183","053617","2",,,,1738,732,1716,17,128,326,1789,770,1859,18,139,295
"371830536173","371830536173","371830536173, 37183053617, Wake County, North Carolina","00","37","183","053617","3",,,,1720,236,1568,6,40,287,1774,248,1702,6,44,259
"371830536181","371830536181","371830536181, 37183053618, Wake County, North Carolina","00","37","183","053618","1",,,,815,505,1294,7,51,168,835,528,1395,7,54,150
"371830536182","371830536182","371830536182, 37183053618, Wake County, North Carolina","00","37","183","053618","2",,,,719,271,1117,5,52,150,736,284,1205,5,55,135
"371830536191","371830536191","371830536191, 37183053619, Wake County, North Carolina","00","37","183","053619","1",,,,197,76,154,2,27,43,205,80,169,2,29,38
"371830536201","371830536201","371830536201, 37183053620, Wake County, North Carolina","00","37","183","053620","1",,,,657,144,496,5,51,122,676,152,540,5,55,111
"371830536202","371830536202","371830536202, 37183053620, Wake County, North Carolina","00","37","183","053620","2",,,,786,289,828,11,36,175,810,305,899,12,39,158
"371830536203","371830536203","371830536203, 37183053620, Wake County, North Carolina","00","37","183","053620","3",,,,319,113,886,4,16,74,324,117,948,4,17,67
"371830536204","371830536204","371830536204, 37183053620, Wake County, North Carolina","00","37","183","053620","4",,,,445,147,1032,11,41,56,453,154,1101,12,44,50
"371830537111","371830537111","371830537111, 37183053711, Wake County, North Carolina","00","37","183","053711","1",,,,1519,96,81,1,25,148,1601,103,90,1,28,137
"371830537112","371830537112","371830537112, 37183053711, Wake County, North Carolina","00","37","183","053711","2",,,,1265,56,54,7,4,73,1325,60,60,7,4,68
"371830537113","371830537113","371830537113, 37183053711, Wake County, North Carolina","00","37","183","053711","3",,,,1314,383,44,4,79,175,1382,411,48,4,88,161
"371830537121","371830537121","371830537121, 37183053712, Wake County, North Carolina","00","37","183","053712","1",,,,1357,131,76,4,18,114,1424,141,84,4,19,106
"371830537122","371830537122","371830537122, 37183053712, Wake County, North Carolina","00","37","183","053712","2",,,,1071,45,22,0,12,48,1125,48,23,0,14,44
"371830537131","371830537131","371830537131, 37183053713, Wake County, North Carolina","00","37","183","053713","1",,,,1346,615,44,17,146,206,1409,658,48,18,160,189
"371830537132","371830537132","371830537132, 37183053713, Wake County, North Carolina","00","37","183","053713","2",,,,779,391,48,23,87,102,815,417,52,25,95,93
"371830537141","371830537141","371830537141, 37183053714, Wake County, North Carolina","00","37","183","053714","1",,,,1367,93,62,5,19,137,1438,100,69,5,21,126
"371830537142","371830537142","371830537142, 37183053714, Wake County, North Carolina","00","37","183","053714","2",,,,1728,310,69,4,89,172,1813,332,77,4,99,158
"371830537143","371830537143","371830537143, 37183053714, Wake County, North Carolina","00","37","183","053714","3",,,,852,268,43,1,76,140,895,287,47,1,84,129
"371830537151","371830537151","371830537151, 37183053715, Wake County, North Carolina","00","37","183","053715","1",,,,1221,218,42,1,63,116,1283,234,46,1,69,108
"371830537152","371830537152","371830537152, 37183053715, Wake County, North Carolina","00","37","183","053715","2",,,,1648,62,41,4,12,97,1734,66,45,4,13,90
"371830537161","371830537161","371830537161, 37183053716, Wake County, North Carolina","00","37","183","053716","1",,,,898,195,19,0,23,60,941,208,20,0,26,55
"371830537162","371830537162","371830537162, 37183053716, Wake County, North Carolina","00","37","183","053716","2",,,,913,316,34,7,53,132,956,339,37,7,59,121
"371830537163","371830537163","371830537163, 37183053716, Wake County, North Carolina","00","37","183","053716","3",,,,1017,426,41,1,84,97,1062,455,44,1,92,90
"371830537171","371830537171","371830537171, 37183053717, Wake County, North Carolina","00","37","183","053717","1",,,,1016,166,117,2,37,106,1067,178,129,2,41,98
"371830537172","371830537172","371830537172, 37183053717, Wake County, North Carolina","00","37","183","053717","2",,,,1435,1172,352,29,117,262,1492,1247,385,32,127,239
"371830537181","371830537181","371830537181, 37183053718, Wake County, North Carolina","00","37","183","053718","1",,,,1115,126,97,6,10,139,1177,136,107,6,11,128
"371830537182","371830537182","371830537182, 37183053718, Wake County, North Carolina","00","37","183","053718","2",,,,1488,183,112,3,56,148,1561,196,124,3,62,136
"371830537191","371830537191","371830537191, 37183053719, Wake County, North Carolina","00","37","183","053719","1",,,,705,53,62,1,7,107,745,57,69,1,7,100
"371830537192","371830537192","371830537192, 37183053719, Wake County, North Carolina","00","37","183","053719","2",,,,903,70,52,1,17,99,951,75,57,1,19,93
"371830537193","371830537193","371830537193, 37183053719, Wake County, North Carolina","00","37","183","053719","3",,,,885,80,71,3,23,109,930,85,79,3,26,101
"371830537194","371830537194","371830537194, 37183053719, Wake County, North Carolina","00","37","183","053719","4",,,,682,40,25,1,12,74,721,43,27,1,14,69
"371830537201","371830537201","371830537201, 37183053720, Wake County, North Carolina","00","37","183","053720","1",,,,868,26,25,1,9,58,910,28,28,1,10,53
"371830537202","371830537202","371830537202, 37183053720, Wake County, North Carolina","00","37","183","053720","2",,,,1079,23,23,2,10,81,1137,25,26,2,12,75
"371830537203","371830537203","371830537203, 37183053720, Wake County, North Carolina","00","37","183","053720","3",,,,1916,102,68,6,29,165,2014,110,76,6,32,153
"371830537211","371830537211","371830537211, 37183053721, Wake County, North Carolina","00","37","183","053721","1",,,,693,21,66,1,5,59,728,23,74,1,5,54
"371830537212","371830537212","371830537212, 37183053721, Wake County, North Carolina","00","37","183","053721","2",,,,1299,111,130,14,25,139,1366,120,144,15,28,128
"371830537213","371830537213","371830537213, 37183053721, Wake County, North Carolina","00","37","183","053721","3",,,,1285,19,28,2,12,89,1350,21,31,2,13,83
"371830537221","371830537221","371830537221, 37183053722, Wake County, North Carolina","00","37","183","053722","1",,,,1202,102,34,4,50,85,1258,109,37,4,54,79
"371830537222","371830537222","371830537222, 37183053722, Wake County, North Carolina","00","37","183","053722","2",,,,1525,140,23,1,38,77,1593,149,25,1,42,71
"371830537223","371830537223","371830537223, 37183053722, Wake County, North Carolina","00","37","183","053722","3",,,,961,35,25,0,2,43,1008,38,28,0,2,39
"371830537224","371830537224","371830537224, 37183053722, Wake County, North Carolina","00","37","183","053722","4",,,,597,34,28,0,4,32,627,37,31,0,4,30
"371830537231","371830537231","371830537231, 37183053723, Wake County, North Carolina","00","37","183","053723","1",,,,1430,218,85,5,94,123,1494,232,94,5,103,113
"371830537232","371830537232","371830537232, 37183053723, Wake County, North Carolina","00","37","183","053723","2",,,,1121,114,71,6,41,110,1174,123,79,6,45,102
"371830537241","371830537241","371830537241, 37183053724, Wake County, North Carolina","00","37","183","053724","1",,,,1428,441,398,8,86,242,1491,470,437,9,95,222
"371830537242","371830537242","371830537242, 37183053724, Wake County, North Carolina","00","37","183","053724","2",,,,1169,172,214,8,52,181,1226,185,236,9,58,167
"371830537243","371830537243","371830537243, 37183053724, Wake County, North Carolina","00","37","183","053724","3",,,,1459,145,202,8,28,144,1530,155,222,9,31,132
"371830537251","371830537251","371830537251, 37183053725, Wake County, North Carolina","00","37","183","053725","1",,,,1841,473,208,9,62,271,1932,508,230,10,68,251
"371830537252","371830537252","371830537252, 37183053725, Wake County, North Carolina","00","37","183","053725","2",,,,1067,133,57,6,84,144,1120,143,64,6,93,133
"371830537253","371830537253","371830537253, 37183053725, Wake County, North Carolina","00","37","183","053725","3",,,,952,198,46,8,35,101,998,213,50,9,38,94
"371830537261","371830537261","371830537261, 37183053726, Wake County, North Carolina","00","37","183","053726","1",,,,1069,315,71,7,96,185,1122,338,78,7,107,170
"371830537262","371830537262","371830537262, 37183053726, Wake County, North Carolina","00","37","183","053726","2",,,,727,446,71,7,167,171,761,477,78,7,184,157
"371830537271","371830537271","371830537271, 37183053727, Wake County, North Carolina","00","37","183","053727","1",,,,1223,329,112,3,78,182,1284,354,125,3,86,168
"371830537272","371830537272","371830537272, 37183053727, Wake County, North Carolina","00","37","183","053727","2",,,,891,50,68,5,18,158,940,54,77,5,20,147
"371830537273","371830537273","371830537273, 37183053727, Wake County, North Carolina","00","37","183","053727","3",,,,1664,257,80,0,35,127,1740,275,89,0,38,116
"371830537281","371830537281","371830537281, 37183053728, Wake County, North Carolina","00","37","183","053728","1",,,,552,360,63,8,110,107,575,383,69,10,121,97
"371830537282","371830537282","371830537282, 37183053728, Wake County, North Carolina","00","37","183","053728","2",,,,1034,299,85,7,92,115,1080,319,93,7,101,106
"371830537291","371830537291","371830537291, 37183053729, Wake County, North Carolina","00","37","183","053729","1",,,,1798,69,53,5,22,104,1888,74,59,5,25,96
"371830537292","371830537292","371830537292, 37183053729, Wake County, North Carolina","00","37","183","053729","2",,,,1469,498,59,4,113,166,1535,532,65,4,124,152
"371830537301","371830537301","371830537301, 37183053730, Wake County, North Carolina","00","37","183","053730","1",,,,438,258,22,8,104,71,457,275,25,9,114,65
"371830537302","371830537302","371830537302, 37183053730, Wake County, North Carolina","00","37","183","053730","2",,,,875,344,33,9,106,154,916,369,36,10,117,142
"371830538031","371830538031","371830538031, 37183053803, Wake County, North Carolina","00","37","183","053803","1",,,,2184,82,108,7,16,172,2298,88,120,7,17,159
"371830538032","371830538032","371830538032, 37183053803, Wake County, North Carolina","00","37","183","053803","2",,,,1232,59,66,9,15,101,1294,63,73,10,17,93
"371830538041","371830538041","371830538041, 37183053804, Wake County, North Carolina","00","37","183","053804","1",,,,2175,160,96,10,14,172,2282,171,106,12,15,159
"371830538042","371830538042","371830538042, 37183053804, Wake County, North Carolina","00","37","183","053804","2",,,,1235,104,38,4,12,92,1296,112,42,4,13,86
"371830538051","371830538051","371830538051, 37183053805, Wake County, North Carolina","00","37","183","053805","1",,,,1132,23,43,1,13,89,1195,24,47,1,15,83
"371830538052","371830538052","371830538052, 37183053805, Wake County, North Carolina","00","37","183","053805","2",,,,643,22,23,3,8,51,681,24,26,3,9,48
"371830538061","371830538061","371830538061, 37183053806, Wake County, North Carolina","00","37","183","053806","1",,,,2233,82,59,2,24,131,2345,87,66,2,27,120
"371830538062","371830538062","371830538062, 37183053806, Wake County, North Carolina","00","37","183","053806","2",,,,1020,31,52,1,7,61,1074,33,57,1,7,56
"371830538071","371830538071","371830538071, 37183053807, Wake County, North Carolina","00","37","183","053807","1",,,,1399,162,84,0,37,111,1466,173,93,0,40,102
"371830538072","371830538072","371830538072, 37183053807, Wake County, North Carolina","00","37","183","053807","2",,,,2088,67,83,9,15,115,2192,71,92,10,17,106
"371830538081","371830538081","371830538081, 37183053808, Wake County, North Carolina","00","37","183","053808","1",,,,860,52,43,2,17,45,901,55,47,2,18,40
"371830538082","371830538082","371830538082, 37183053808, Wake County, North Carolina","00","37","183","053808","2",,,,1317,47,58,5,4,73,1383,51,64,5,4,67
"371830538083","371830538083","371830538083, 37183053808, Wake County, North Carolina","00","37","183","053808","3",,,,1849,102,109,0,11,145,1943,109,121,0,12,133
"371830538084","371830538084","371830538084, 37183053808, Wake County, North Carolina","00","37","183","053808","4",,,,736,51,43,1,6,69,778,55,47,1,6,64
"371830539011","371830539011","371830539011, 37183053901, Wake County, North Carolina","00","37","183","053901","1",,,,985,32,23,1,17,87,1033,33,26,1,18,80
"371830539012","371830539012","371830539012, 37183053901, Wake County, North Carolina","00","37","183","053901","2",,,,986,76,40,0,21,81,1039,81,44,0,23,75
"371830539013","371830539013","371830539013, 37183053901, Wake County, North Carolina","00","37","183","053901","3",,,,1924,198,136,6,39,180,2023,212,150,6,43,166
"371830539021","371830539021","371830539021, 37183053902, Wake County, North Carolina","00","37","183","053902","1",,,,1002,88,19,6,37,73,1054,95,20,6,41,67
"371830539022","371830539022","371830539022, 37183053902, Wake County, North Carolina","00","37","183","053902","2",,,,2356,175,78,12,30,184,2477,188,86,13,33,169
"371830539023","371830539023","371830539023, 37183053902, Wake County, North Carolina","00","37","183","053902","3",,,,1807,129,54,7,69,124,1897,139,60,7,77,114
"371830540011","371830540011","371830540011, 37183054001, Wake County, North Carolina","00","37","183","054001","1",,,,1214,262,37,3,76,119,1272,281,40,3,85,109
"371830540012","371830540012","371830540012, 37183054001, Wake County, North Carolina","00","37","183","054001","2",,,,1311,199,38,5,46,147,1382,213,43,5,50,136
"371830540013","371830540013","371830540013, 37183054001, Wake County, North Carolina","00","37","183","054001","3",,,,859,809,66,12,152,171,893,860,72,13,167,156
"371830540041","371830540041","371830540041, 37183054004, Wake County, North Carolina","00","37","183","054004","1",,,,1285,73,39,4,11,97,1352,78,44,4,13,89
"371830540042","371830540042","371830540042, 37183054004, Wake County, North Carolina","00","37","183","054004","2",,,,861,191,31,7,32,114,903,205,34,7,35,105
"371830540043","371830540043","371830540043, 37183054004, Wake County, North Carolina","00","37","183","054004","3",,,,680,499,40,21,233,159,706,531,44,22,256,146
"371830540044","371830540044","371830540044, 37183054004, Wake County, North Carolina","00","37","183","054004","4",,,,299,389,17,14,205,92,309,412,18,15,224,83
"371830540061","371830540061","371830540061, 37183054006, Wake County, North Carolina","00","37","183","054006","1",,,,984,739,225,9,174,207,1025,787,246,10,191,189
"371830540062","371830540062","371830540062, 37183054006, Wake County, North Carolina","00","37","183","054006","2",,,,789,66,35,0,12,63,830,70,38,0,13,58
"371830540071","371830540071","371830540071, 37183054007, Wake County, North Carolina","00","37","183","054007","1",,,,1301,380,36,22,79,172,1364,407,40,24,88,158
"371830540072","371830540072","371830540072, 37183054007, Wake County, North Carolina","00","37","183","054007","2",,,,1443,422,47,4,73,169,1512,453,51,4,81,156
"371830540081","371830540081","371830540081, 37183054008, Wake County, North Carolina","00","37","183","054008","1",,,,465,547,215,19,190,196,484,580,235,20,208,179
"371830540082","371830540082","371830540082, 37183054008, Wake County, North Carolina","00","37","183","054008","2",,,,306,1267,42,33,314,176,316,1338,45,36,342,160
"371830540083","371830540083","371830540083, 37183054008, Wake County, North Carolina","00","37","183","054008","3",,,,289,913,46,37,359,171,299,965,50,39,391,155
"371830540084","371830540084","371830540084, 37183054008, Wake County, North Carolina","00","37","183","054008","4",,,,178,476,16,14,348,115,183,501,17,15,377,105
"371830540111","371830540111","371830540111, 37183054011, Wake County, North Carolina","00","37","183","054011","1",,,,1341,51,35,7,45,73,1406,54,38,7,49,67
"371830540112","371830540112","371830540112, 37183054011, Wake County, North Carolina","00","37","183","054011","2",,,,1108,107,18,2,7,86,1168,115,20,2,7,79
"371830540121","371830540121","371830540121, 37183054012, Wake County, North Carolina","00","37","183","054012","1",,,,1453,192,49,6,33,63,1519,204,52,6,36,58
"371830540122","371830540122","371830540122, 37183054012, Wake County, North Carolina","00","37","183","054012","2",,,,948,86,54,4,7,60,994,93,60,4,7,55
"371830540123","371830540123","371830540123, 37183054012, Wake County, North Carolina","00","37","183","054012","3",,,,661,30,33,7,26,45,693,32,36,7,29,40
"371830540151","371830540151","371830540151, 37183054015, Wake County, North Carolina","00","37","183","054015","1",,,,1383,1691,333,49,518,315,1433,1789,363,53,566,287
"371830540161","371830540161","371830540161, 37183054016, Wake County, North Carolina","00","37","183","054016","1",,,,942,137,39,1,25,105,992,148,42,1,27,97
"371830540162","371830540162","371830540162, 37183054016, Wake County, North Carolina","00","37","183","054016","2",,,,1651,354,54,8,63,158,1729,379,60,9,70,146
"371830540163","371830540163","371830540163, 37183054016, Wake County, North Carolina","00","37","183","054016","3",,,,1913,252,102,10,42,188,2010,270,112,11,46,174
"371830540171","371830540171","371830540171, 37183054017, Wake County, North Carolina","00","37","183","054017","1",,,,1504,790,99,8,184,245,1571,843,109,9,202,225
"371830540181","371830540181","371830540181, 37183054018, Wake County, North Carolina","00","37","183","054018","1",,,,618,754,166,29,121,141,640,800,181,32,131,128
"371830540182","371830540182","371830540182, 37183054018, Wake County, North Carolina","00","37","183","054018","2",,,,569,968,209,8,169,142,588,1024,227,9,184,128
"371830540191","371830540191","371830540191, 37183054019, Wake County, North Carolina","00","37","183","054019","1",,,,1687,142,33,1,13,152,1778,153,36,1,14,141
"371830540192","371830540192","371830540192, 37183054019, Wake County, North Carolina","00","37","183","054019","2",,,,2533,358,161,5,80,294,2662,385,178,5,88,271
"371830540201","371830540201","371830540201, 37183054020, Wake County, North Carolina","00","37","183","054020","1",,,,833,369,21,2,65,83,871,394,23,2,72,76
"371830540202","371830540202","371830540202, 37183054020, Wake County, North Carolina","00","37","183","054020","2",,,,2726,330,82,5,53,281,2867,355,91,5,59,259
"371830540211","371830540211","371830540211, 37183054021, Wake County, North Carolina","00","37","183","054021","1",,,,1214,48,41,2,19,130,1284,51,45,2,21,120
"371830540212","371830540212","371830540212, 37183054021, Wake County, North Carolina","00","37","183","054021","2",,,,1414,83,64,2,17,132,1487,89,70,2,19,122
"371830540221","371830540221","371830540221, 37183054022, Wake County, North Carolina","00","37","183","054022","1",,,,270,746,63,14,226,164,280,791,68,15,248,150
"371830540222","371830540222","371830540222, 37183054022, Wake County, North Carolina","00","37","183","054022","2",,,,911,1123,84,73,738,352,944,1189,92,80,805,320
"371830540223","371830540223","371830540223, 37183054022, Wake County, North Carolina","00","37","183","054022","3",,,,531,508,116,16,335,157,551,538,126,17,365,142
"371830540231","371830540231","371830540231, 37183054023, Wake County, North Carolina","00","37","183","054023","1",,,,993,1206,256,20,206,243,1031,1281,279,21,224,221
"371830540232","371830540232","371830540232, 37183054023, Wake County, North Carolina","00","37","183","054023","2",,,,664,1720,152,18,259,275,689,1824,165,19,283,251
"371830540233","371830540233","371830540233, 37183054023, Wake County, North Carolina","00","37","183","054023","3",,,,792,853,256,14,159,190,822,904,280,15,173,174
"371830541061","371830541061","371830541061, 37183054106, Wake County, North Carolina","00","37","183","054106","1",,,,206,765,31,32,70,135,216,820,33,34,77,123
"371830541062","371830541062","371830541062, 37183054106, Wake County, North Carolina","00","37","183","054106","2",,,,478,921,22,11,296,138,494,974,25,12,323,125
"371830541063","371830541063","371830541063, 37183054106, Wake County, North Carolina","00","37","183","054106","3",,,,576,1435,139,15,252,192,596,1519,151,16,275,175
"371830541064","371830541064","371830541064, 37183054106, Wake County, North Carolina","00","37","183","054106","4",,,,436,739,48,42,1195,154,444,770,51,44,1284,137
"371830541081","371830541081","371830541081, 37183054108, Wake County, North Carolina","00","37","183","054108","1",,,,696,997,52,41,309,155,721,1056,57,45,338,141
"371830541082","371830541082","371830541082, 37183054108, Wake County, North Carolina","00","37","183","054108","2",,,,1522,665,97,21,408,373,1594,712,107,23,451,342
"371830541083","371830541083","371830541083, 37183054108, Wake County, North Carolina","00","37","183","054108","3",,,,716,1252,57,24,458,215,742,1324,63,26,500,195
"371830541091","371830541091","371830541091, 37183054109, Wake County, North Carolina","00","37","183","054109","1",,,,1373,1165,37,31,114,162,1428,1241,40,33,125,148
"371830541092","371830541092","371830541092, 37183054109, Wake County, North Carolina","00","37","183","054109","2",,,,1107,528,11,38,314,197,1157,563,12,42,345,180
"371830541111","371830541111","371830541111, 37183054111, Wake County, North Carolina","00","37","183","054111","1",,,,918,543,44,12,256,170,957,579,47,13,281,156
"371830541112","371830541112","371830541112, 37183054111, Wake County, North Carolina","00","37","183","054111","2",,,,504,90,9,6,53,36,529,97,10,6,59,33
"371830541121","371830541121","371830541121, 37183054112, Wake County, North Carolina","00","37","183","054112","1",,,,468,561,6,11,398,220,487,596,6,13,435,201
"371830541122","371830541122","371830541122, 37183054112, Wake County, North Carolina","00","37","183","054112","2",,,,917,1015,75,44,244,198,953,1078,82,47,267,182
"371830541131","371830541131","371830541131, 37183054113, Wake County, North Carolina","00","37","183","054113","1",,,,944,876,164,25,197,183,979,929,179,27,216,167
